bath,balcony,price,total_sqft_int,bhk,location_Bhaktapur,location_Kathmandu,location_Lalitpur,availability_Apr,availability_Aug,availability_Dec,availability_Feb,availability_Jan,availability_Jul,availability_Jun,availability_May,availability_Nov,availability_Oct,availability_Ready To Move,availability_Sep,availability_This Month
1.0,1,64.0,661,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,1,103.68,1050,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,3,139.2,1419,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,104.0,1120,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,120.0,1245,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,107.968,1259,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,129.6,1210,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,31.28,782,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,128.0,1435,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,208.0,1703,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3.0,1,114.48,1350,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.0,1,120.0,1216,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,1,96.0,1100,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,160.0,1181,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,1,151.744,1356,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,3,280.0,2625,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,2,256.0,2070,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,94.4,1110,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,104.0,1142,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,144.0,1435,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,152.0,1309,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,160.0,1362,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,107.2,1185,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,196.8,1847,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,200.0,1517,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,115.2,1340,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,116.8,1325,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,211.2,1485,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,105.6,1200,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2,115.2,1200,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,0,50.104,728,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,1,160.0,1660,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,176.0,1652,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,256.0,2480,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,28.8,416,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.0,1,88.0,960,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,2,144.0,1600,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,227.2,2300,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,184.0,1842,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.0,1,85.728,1012,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,0,112.0,1000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,136.0,1450,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,172.8,1400,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,200.0,1826,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,200.0,1836,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,89.6,965,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,2,244.8,2072,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,3,224.0,2317,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,72.0,600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,58.88,666,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,164.8,1512,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,2,152.0,1250,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,152.0,1881,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,90.512,1100,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,1,152.0,1260,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,120.0,1007,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,190.4,1830,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,0,139.2,1280,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,46.4,662,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,272.0,2254,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,54.688,645,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.0,2,132.8,1504,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,46.4,520,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,141.6,1165,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,161.6,1650,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.0,1,224.0,2062,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,120.0,1477,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,176.0,1798,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,1,131.2,1216,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.0,2,184.0,1842,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,1,125.52,1458,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1,97.872,1063,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,1,134.4,1585,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,153.92,1843,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,107.2,1200,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,137.6,1200,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,152.0,1506,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,243.2,1872,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,2,240.0,2215,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,56.0,600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,60.8,654,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,84.8,1007,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.0,1,18.4,418,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,105.6,1101,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,60.8,575,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.0,1,192.0,1713,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,222.4,1865,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,3,224.0,1855,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,36.8,660,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,132.8,1232,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.0,2,108.8,1059,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,72.0,870,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,192.0,1704,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,116.8,1256,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,0,78.4,883,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,72.0,662,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,128.688,1310,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,169.6,1786,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,0,192.0,1740,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,88.0,1000,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,1,208.0,2400,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,96.0,1150,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,224.0,1683,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,128.0,1475,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,152.0,1409,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,54.56,775,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,103.152,1205,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,44.8,381,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9.0,2,320.0,4600,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3.0,1,336.0,2429,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,2,232.0,1625,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,156.8,1573,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,152.0,1620,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,33.6,560,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,2,184.0,2025,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,102.528,1163,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,288.0,2250,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,124.8,1485,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,256.0,2200,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,96.0,1000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,140.8,1719,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,176.0,1700,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,65.6,700,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,1,160.0,1346,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,3,184.0,1609,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,124.8,1197,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,104.0,1056,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,104.0,1315,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,56.0,535,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,240.0,1806,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,224.0,1485,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,104.0,1198,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,100.8,1145,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,147.2,1861,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,104.0,1265,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,105.6,1200,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.0,2,120.0,1450,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,91.2,1030,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.0,2,398.4,3362,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,88.0,960,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,416.0,2650,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,96.0,1080,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,108.8,1286,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.0,2,144.0,1150,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,177.6,1310,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,115.2,1352,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,144.0,1500,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,168.0,1275,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,113.912,1260,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,120.0,1343,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,138.704,1445,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,171.2,1787,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,208.0,1720,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,166.4,1234,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,64.0,492,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,1,128.0,1105,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,65.6,700,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,2,152.0,1740,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,236.8,1836,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,120.0,1160,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,312.0,2600,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,1,104.0,1155,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,3,304.0,2439,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,123.952,1050,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,136.0,1550,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,121.808,1200,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,2,110.4,1148,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,201.6,1703,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,1,31.44,534,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4.0,3,360.0,2900,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,160.0,1555,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,256.0,2020,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,200.0,1950,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,184.0,1706,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,110.8,1385,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,2,280.0,2061,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,168.0,1180,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,94.4,1012,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,140.8,1489,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,192.0,1245,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,107.2,1224,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,104.0,905,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,171.2,1328,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.0,3,176.0,1485,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,68.24,711,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,64.8,630,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,0,88.0,900,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,144.0,1600,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,2,440.0,3400,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,176.0,1760,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,25.6,550,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,92.8,1100,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,2,96.0,1050,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,125.712,1500,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,3,315.2,2774,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,0,87.472,994,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,169.6,1856,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,156.8,1757,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,48.0,450,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,99.2,1170,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2,201.6,1700,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,166.4,1792,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.0,2,240.0,1910,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.0,1,124.8,1174,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,88.0,1045,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,176.0,1200,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,128.0,1575,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,417.6,3117,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.0,1,128.0,1475,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,1,262.4,1788,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1,99.2,1059,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,2,120.0,1480,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,364.8,2400,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,3,400.0,3170,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4.0,3,672.0,4800,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,161.6,1685,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.0,1,128.0,1300,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,168.0,1735,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,136.0,1710,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,107.2,1246,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,136.0,1130,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,33.6,470,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,110.4,1328,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,115.2,900,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,152.0,1222,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,656.0,4446,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,216.0,2100,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,464.0,3150,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4.0,1,208.0,2000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.0,3,316.8,2790,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2.0,1,92.0,1150,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,88.0,1069,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,283.2,2400,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,1,160.0,1480,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.0,1,152.0,1730,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,64.88,863,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4.0,1,168.0,1500,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,136.0,1725,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,3,156.8,1745,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,120.0,1130,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,3,315.2,2774,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,2,112.8,1175,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.0,1,374.4,2956,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,1,155.2,1398,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,0,105.6,1152,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,80.0,966,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,2,209.6,1630,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.0,1,112.0,1360,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,110.688,1155,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,180.8,1645,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.0,2,65.6,1050,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,78.4,929,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,76.8,900,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,2,70.112,770,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,44.8,635,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,110.768,1300,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,115.2,1150,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,112.0,1200,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,136.0,1550,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,88.0,800,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,2,222.4,2087,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,2,240.0,2050,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.0,2,212.8,1830,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0,76.8,1200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,142.4,1750,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,144.0,1450,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,0,360.0,3600,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,3,136.0,1340,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,64.0,750,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8.0,1,208.0,3200,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1,41.616,525,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2.0,1,107.008,1216,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1,123.2,1180,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3.0,1,198.4,1621,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.0,2,182.4,2040,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,2,246.4,2215,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,120.0,1100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,120.0,1260,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,105.6,1000,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.0,1,168.0,1200,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1,56.0,600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,1,240.0,2400,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,1,264.0,2285,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,105.6,1200,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,160.0,2000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,108.8,1225,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,128.064,1290,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,0,136.0,1500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,136.0,1394,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.0,3,480.0,5000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,2,216.0,1846,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.0,3,216.0,2422,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,2,108.8,1100,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,1,136.0,1350,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5.0,2,520.0,5000,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
